p,R_0_2,Ieq_obt_1,Ieq_obt_2,Seq_obt_1,Seq_obt_2
0.96,0.8,0.378645833,-1.34E-12,0.252430556,0.879657217
0.96,0.95,0.378645833,1.57E-06,0.252430555,0.879655407
0.96,1.1,0.378645833,0.078718755,0.252430556,0.787187548
0.96,1.25,0.378645833,0.168945247,0.252430556,0.675780987
0.96,1.4,0.378645833,0.235113678,0.252430556,0.587784196
0.96,1.55,0.378645833,0.284027732,0.252430556,0.516414057
0.96,1.7,0.378645833,0.320098291,0.252430556,0.457283273
0.96,1.85,0.378645833,0.346314953,0.252430556,0.407429356
0.96,2,0.378645833,0.364780628,0.252430556,0.364780628
0.96,2.15,0.378645833,0.377022663,0.252430556,0.327845794
0.96,2.3,0.378645833,0.384182553,0.252430556,0.295525041
0.96,2.45,0.378645833,0.387136339,0.252430556,0.266990579
0.96,2.6,0.378645833,0.386573731,0.252430556,0.241608582
0.96,2.75,0.378645833,0.383051763,0.252430556,0.218886722
0.96,2.9,0.378645833,0.377032233,0.252430556,0.198438017
0.96,3.05,0.378645833,0.368908494,0.252430556,0.179955363
0.96,3.2,0.378645833,0.359025051,0.252430556,0.163193205
0.96,3.35,0.378645833,0.347692064,0.252430556,0.14795407
0.96,3.5,0.378645833,0.335196063,0.252430556,0.134078425
0.96,3.65,0.378645833,0.321807563,0.252430556,0.121436816
0.96,3.8,0.378645833,0.307785917,0.252430556,0.109923542
0.96,3.95,0.378645833,0.293381483,0.252430556,0.09945135
0.96,4.1,0.378645833,0.278835089,0.252430556,0.089946803
0.96,4.25,0.378645833,0.264374917,0.252430556,0.081346128
0.96,4.4,0.378645833,0.250211188,0.252430556,0.073591526
0.96,4.55,0.378645833,0.236529532,0.252430556,0.066628037
0.96,4.7,0.378645833,0.223484331,0.252430556,0.06040117
0.96,4.85,0.378645833,0.211193529,0.252430556,0.054855462
0.96,5,0.378645833,0.199736183,0.252430556,0.049934046
0.96,5.15,0.378645833,0.189153355,0.252430556,0.045579122
0.96,5.3,0.378645833,0.179452138,0.252430556,0.041733055
0.96,5.45,0.378645833,0.170611894,0.252430556,0.038339751
0.96,5.6,0.378645833,0.162591472,0.252430556,0.035345972
0.96,5.75,0.378645833,0.155336284,0.252430556,0.032702376
0.96,5.9,0.378645833,0.148784429,0.252430556,0.030364169
0.96,6.05,0.378645833,0.142871506,0.252430556,0.028291387
0.96,6.2,0.378645833,0.137534057,0.252430556,0.026448857
0.96,6.35,0.378645833,0.132711812,0.252430556,0.024805946
0.96,6.5,0.378645833,0.128348978,0.252430556,0.023336178
0.96,6.65,0.378645833,0.124394834,0.252430556,0.022016785
0.96,6.8,0.378645833,0.12080386,0.252430556,0.020828252
0.96,6.95,0.378645833,0.117535562,0.252430556,0.019753876
0.96,7.1,0.378645833,0.114554138,0.252430556,0.018779367
0.96,7.25,0.378645833,0.111828058,0.252430556,0.017892489
0.96,7.4,0.378645833,0.109329613,0.252430556,0.017082752
0.96,7.55,0.378645833,0.107034481,0.252430556,0.016341142
0.96,7.7,0.378645833,0.104921313,0.252430556,0.015659897
0.96,7.85,0.378645833,0.102971364,0.252430556,0.015032316
0.96,8,0.378645833,0.10116815,0.252430556,0.014452593
0.98,0.5,0.383163265,-1.16E-14,0.255442177,0.881529346
0.98,0.65,0.383163265,-2.04E-13,0.255442177,0.881529346
0.98,0.8,0.383163265,1.03E-11,0.255442177,0.881529346
0.98,0.95,0.383163266,1.49E-06,0.255442177,0.881527624
0.98,1.1,0.383163265,0.078900536,0.255442177,0.789005355
0.98,1.25,0.383163265,0.169376155,0.255442177,0.677504619
0.98,1.4,0.383163265,0.235758816,0.255442177,0.589397041
0.98,1.55,0.383163265,0.284843778,0.255442177,0.517897778
0.98,1.7,0.383163265,0.321032325,0.255442177,0.458617608
0.98,1.85,0.383163265,0.347303112,0.255442177,0.408591896
0.98,2,0.383163265,0.365746574,0.255442177,0.365746574
0.98,2.15,0.383163265,0.377875853,0.255442177,0.328587698
0.98,2.3,0.383163265,0.384816297,0.255442177,0.296012536
0.98,2.45,0.383163265,0.387425658,0.255442177,0.267190109
0.98,2.6,0.383163265,0.386373044,0.255442177,0.241483152
0.98,2.75,0.383163265,0.382192479,0.255442177,0.218395702
0.98,2.9,0.383163265,0.375320372,0.255442177,0.197537038
0.98,3.05,0.383163265,0.366122584,0.255442177,0.178596383
0.98,3.2,0.383163265,0.354914658,0.255442177,0.161324845
0.98,3.35,0.383163265,0.341977521,0.255442177,0.145522349
0.98,3.5,0.383163265,0.32757019,0.255442177,0.131028076
0.98,3.65,0.383163265,0.311940451,0.255442177,0.117713378
0.98,3.8,0.383163265,0.295334058,0.255442177,0.105476449
0.98,3.95,0.383163265,0.278002578,0.255442177,0.094238162
0.98,4.1,0.383163265,0.260209516,0.255442177,0.083938553
0.98,4.25,0.383163265,0.242233749,0.255442177,0.074533461
0.98,4.4,0.383163265,0.224368718,0.255442177,0.065990799
0.98,4.55,0.383163265,0.206915494,0.255442177,0.058286055
0.98,4.7,0.383163265,0.190168396,0.255442177,0.051396864
0.98,4.85,0.383163265,0.174393829,0.255442177,0.045297098
0.98,5,0.383163265,0.159806233,0.255442177,0.039951558
0.98,5.15,0.383163265,0.146547968,0.255442177,0.035312763
0.98,5.3,0.383163265,0.13468005,0.255442177,0.031320942
0.98,5.45,0.383163265,0.124186869,0.255442177,0.027907162
0.98,5.6,0.383163265,0.1149924,0.255442177,0.024998348
0.98,5.75,0.383163265,0.106981717,0.255442177,0.022522467
0.98,5.9,0.383163265,0.100021553,0.255442177,0.020412562
0.98,6.05,0.383163265,0.09397613,0.255442177,0.018609135
0.98,6.2,0.383163265,0.088717315,0.255442177,0.017061022
0.98,6.35,0.383163265,0.084129908,0.255442177,0.015725217
0.98,6.5,0.383163265,0.080113518,0.255442177,0.014566094
0.98,6.65,0.383163265,0.076582366,0.255442177,0.013554401
0.98,6.8,0.383163265,0.07346404,0.255442177,0.012666214
0.98,6.95,0.383163265,0.070697817,0.255442177,0.011881986
0.98,7.1,0.383163265,0.068232929,0.255442177,0.011185726
0.98,7.25,0.383163265,0.066026949,0.255442177,0.010564312
0.98,7.4,0.383163265,0.064044375,0.255442177,0.010006934
0.98,7.55,0.383163265,0.062255425,0.255442177,0.009504645
0.98,7.7,0.383163265,0.060635035,0.255442177,0.009050005
0.98,7.85,0.383163265,0.059162031,0.255442177,0.008636793
0.98,8,0.383163265,0.057818451,0.255442177,0.008259779
1,0.5,0.3875,-7.33E-15,0.258333333,0.883333333
1,0.65,0.3875,-2.13E-14,0.258333333,0.883333333
1,0.8,0.3875,2.64E-12,0.258333333,0.883333333
1,0.95,0.3875,1.67E-06,0.258333333,0.883331406
1,1.1,0.3875,0.079075758,0.258333333,0.790757576
1,1.25,0.3875,0.169791667,0.258333333,0.679166667
1,1.4,0.3875,0.236380952,0.258333333,0.590952381
1,1.55,0.3875,0.285630376,0.258333333,0.519327957
1,1.7,0.3875,0.321931373,0.258333333,0.459901961
1,1.85,0.3875,0.348251126,0.258333333,0.409707207
1,2,0.3875,0.366666667,0.258333333,0.366666667
1,2.15,0.3875,0.378675388,0.258333333,0.329282946
1,2.3,0.3875,0.385384058,0.258333333,0.296449275
1,2.45,0.3875,0.387628401,0.258333333,0.267329932
1,2.6,0.3875,0.386051282,0.258333333,0.241282051
1,2.75,0.3875,0.381155303,0.258333333,0.21780303
1,2.9,0.3875,0.37333908,0.258333333,0.196494253
1,3.05,0.3875,0.362922814,0.258333333,0.177035519
1,3.2,0.3875,0.350166667,0.258333333,0.159166667
1,3.35,0.3875,0.335284204,0.258333333,0.142674129
1,3.5,0.3875,0.318452381,0.258333333,0.127380952
1,3.65,0.3875,0.299819064,0.258333333,0.113139269
1,3.8,0.3875,0.279508772,0.258333333,0.099824561
1,3.95,0.3875,0.25762711,0.258333333,0.087331224
1,4.1,0.3875,0.234264228,0.258333333,0.075569106
1,4.25,0.3875,0.20949758,0.258333333,0.064460792
1,4.4,0.3875,0.183393939,0.258333333,0.053939394
1,4.55,0.3875,0.156011441,0.258333333,0.04394687
1,4.7,0.3875,0.127400842,0.258333333,0.034432644
1,4.85,0.3875,0.097610399,0.258333333,0.025353664
1,5,0.3875,0.06669459,0.258333333,0.016660024
1,5.15,0.3875,0.035210532,0.258333333,0.0087409
1,5.3,0.3875,-5.79E-14,0.258333333,-6.06E-15
1,5.45,0.3875,-1.11E-09,0.258333333,-2.90E-10
1,5.6,0.3875,1.48E-11,0.258333333,3.97E-12
1,5.75,0.3875,-5.80E-10,0.258333333,-1.36E-10
1,5.9,0.3875,-5.84E-12,0.258333333,-8.22E-13
1,6.05,0.3875,-1.19E-12,0.258333333,-2.68E-13
1,6.2,0.3875,-2.46E-14,0.258333333,1.15E-14
1,6.35,0.3875,2.72E-15,0.258333333,-9.80E-16
1,6.5,0.3875,-1.36E-12,0.258333333,-3.41E-13
1,6.65,0.3875,4.65E-16,0.258333333,3.52E-16
1,6.8,0.3875,5.69E-13,0.258333333,-4.68E-14
1,6.95,0.3875,1.94E-13,0.258333333,-1.61E-14
1,7.1,0.3875,-7.43E-13,0.258333333,6.06E-14
1,7.25,0.3875,-2.18E-12,0.258333333,1.77E-13
1,7.4,0.3875,8.92E-13,0.258333333,-7.39E-14
1,7.55,0.3875,1.88E-13,0.258333333,7.59E-14
1,7.7,0.3875,-2.03E-12,0.258333333,6.71E-13
1,7.85,0.3875,-4.51E-14,0.258333333,7.88E-16
1,8,0.3875,9.27E-13,0.258333333,-4.25E-15
